Post_Title,Post_ID,Post_Date,Post_Score,Comment_Text,Comment_ID,Comment_Author,Comment_Score,Comment_Date,Ticker,Ticker_Mentions_In_Comment,Ticker_Mentions_In_Post,Is_Hinglish,Hinglish_Score,VADER_Sentiment,TextBlob_Sentiment,Combined_Sentiment,VADER_Compound,TextBlob_Polarity
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"""If SEBI Really Wanted To Find The Offshore Fund Holders, Perhaps The SEBI Chairperson Could Have Started By Looking In The Mirror."" Excuse me, 911 I've just witnessed a murder",lhh802j,Savings_Ad449HK,557,2024-08-11,ADANIENT.NS,0,1,True,2,Negative,Neutral,bearish,-1,0
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"Holy smokes. Apart from Adani, looks like the the Buchs have investments in REITs also.",lhgyh0p,doolpicate,219,2024-08-10,ADANIENT.NS,1,1,True,2,Positive,Neutral,bullish,1,0
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"Hindenburg be like: Look at this sensational expose about SEBI & Adani. Indians be like: Han toh thik hai na, agla item kya hai bata.",lhgxwe2,[deleted],142,2024-08-10,ADANIENT.NS,1,1,True,2,Positive,Positive,bullish,1,1
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"Now the question to be asked here is how we can profit from this news on Monday , any ideas iam new to investing, so any good ideas with steps is appreciated. Ps . We know that our system is corrupt and no amount of protests are gonna bring a change , so let's not take the high road and profit of the same system that they use and play dirty.",lhh9736,Quindecim_T,16,2024-08-11,ADANIENT.NS,0,1,True,2,Positive,Neutral,bullish,1,0
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,what do you guys think should i sell adani stocks in my portfolio,lhkoaut,Virtual-Day-7024,5,2024-08-11,ADANIENT.NS,1,1,True,3,Neutral,Neutral,neutral,0,0
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"I honestly had more respect for Hidenburg before they published the Adani V2. This new article doesn't have much meat, they make 3 key allegations **Claim #1**. SEBI did not investigate the Adani issue raised by Hidenburg in 2022 because the SEBI chairman had a conflict of interest. SEBI Chairman Buch invested \~10% of her networth (\~$860K of $10M) in a foreign fund that had links to an Adani director. This was done in 2015, 2 years before becoming the SEBI chair. She exited the fund in 2018. **Claim #1**: They say SEBI Chairman Madhabi Buch didn’t investigate Adani issues from the 2022 Hindenburg report because she had a conflict of interest. Apparently, she invested about 10% of her net worth (\~$860K of $10M) in a foreign fund linked to an Adani director back in 2015. She exited this fund in 2018, two years before becoming SEBI Chair. **My Take**: This seems like a weak argument. The investment was years before the first Adani report and before Buch even became SEBI Chair. Also, SEBI is a big organization; it’s not like every decision goes through the Chairman alone. This doesn’t really prove a conflict of interest. **Claim #2**: The report points out that Buch’s husband worked for Blackstone in 2019, a firm with big investments in REITs. Hindenburg argues that Buch, as SEBI Chair, was publicly supportive of REITs without mentioning her husband’s connection to Blackstone. **My Take**: This point doesn’t hold up well. Blackstone is involved in a lot more than just REITs, and Buch’s husband was likely hired for his procurement skills, not because of his firm’s REIT investments. If we apply this logic, any association with a company involved in real estate would be seen as a conflict of interest, which seems overblown. **Claim**: The report mentions that Buch and her husband are directors at a consulting firm that earned about 4.4 times her SEBI salary, which is around 2 crore in revenue. **My Take**: The allegation here isn’t very clear. If Hindenburg is suggesting some kind of kickback from Adani, there’s no strong evidence for that. Also, consultants with experience can command high fees, so a revenue of 2 crore doesn’t automatically imply wrongdoing. Consultants, like Buch's husband with years of industry experience, can charge upwards of $2K per hr. Getting \~150 hours of billable work in a year is not unreasonable. We havent had large report coming out on Adani after the Hidenburg v1. Had there been good meat/ allegation possible, investors would have crushed it. We've had investors taking short position and exposing scams in the domestic market (case in point - Manpasand beverage) Moreover, Hidenburg have included passport nos and contact details of Arun Chopra from IIFL - why couldn't they hide/ mask it? How can they be irresponsible with such PII in effort to expose a scam not related to Arun I dont know how market will react on Monday, but I see little real content in this new report",lhh671r,brandomised,10,2024-08-11,ADANIENT.NS,8,1,True,7,Positive,Positive,bullish,1,1
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,But the investment was done before she was in SEBI and was withdrawn in less than a year after she joined SEBI.,lhgrk7b,[deleted],1,2024-08-10,ADANIENT.NS,0,1,True,3,Neutral,Negative,bearish,0,-1
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"Funnily, Hindenberg, a foreign entity makes a claim and we believe it right away. The SEBI chairperson, one who is to protect us from securities fraud , had been implicated. So many times has our trust been violated that we will believe it right away and for good reason.",lhhcdpa,piezod,3,2024-08-11,ADANIENT.NS,0,1,True,2,Positive,Positive,bullish,1,1
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"Now that a few days have passed, the most operative word in the title is 'HAD'. I hold no brief for SEBI Chairperson (MPB for short). However we need to recognize a hitjob when we see it. Since this sub is about Indian investments, and SEBI is the regulator, please pause before you post your doubts on the institution as such. A few higher level points. * The investment in offshore entity was in a discretionary product - where the investor has no choice on which company is bought; they were made in 2015 and sold in 2018. * The consultancy companies did have revenue in recent years - SEBI had indirectly mentioned that adequate disclosures were made by the chairperson * People have clarified that Blackstone was added to MPB's recusal list when her husband joined the company * It is indeed true that all the 4 REITs were listed in the last few years; however the regulations came in 2014, and the main amendments that made REITs better were made in 2017 - before MPB's time in SEBI * And while still on REITs, enough new stuff has come out in the last few years - InvIT is one example. SEBI put out a consultation for AMCs with only passive funds, and so on... Again, I hold no brief for MPB. But the latest report seems to somehow make a connection between a bald head and a bare knee (Tamil speakers would get this reference)",lhuxybj,srinivesh,1,2024-08-13,ADANIENT.NS,0,1,True,6,Positive,Neutral,bullish,1,0
Whistleblower Documents Reveal SEBI’s Chairperson Had Stake In Obscure Offshore Entities Used In Adani Money Siphoning Scandal,1eoybro,2024-08-10,917,"I'm a bit late to the post, but I am curious about couple of things (not highly knowledgeable finance and narkets) . Buchs holdings in IIFL can be considered shady given they are primary entities linking to Vinod Adani and their share manipulating scheme, moreso after transferring all those assets to husband from joint holding shortly after being appointed into SEBI, but what about agora? How is that problematic linking to adani? Is REIT not lucrative enough without her comment? Is it that she sees the potential and decided to abuse her power or is it the otherway around? As in she made her husband director of agora and then she's peddling REITs to pump it? Secondly, according to the article, the stakes Buchs own are... honestly not much compared to Adani. I'd imagine it'd take much more to collude with SEBI chief, or maybe I'm wrong. Also on a very side note, Blackstone really? Like a child to Blackrock lmao?",lhvha6y,klbm9999,1,2024-08-13,ADANIENT.NS,3,1,True,2,Positive,Neutral,bullish,1,0
